model,attribution,joint_precision,joint_n_precision,joint_recall,joint_n_recall,joint_f1,joint_n_f1,joint_iou,joint_n_iou,joint_mass_captured,joint_n_mass_captured,joint_k,joint_n_k,joint_rank_corr,joint_n_rank_corr,joint_overlap,joint_n_overlap,joint_top1_hit,joint_n_top1_hit,frame_precision,frame_n_precision,frame_recall,frame_n_recall,frame_f1,frame_n_f1,frame_iou,frame_n_iou,frame_mass_captured,frame_n_mass_captured,frame_k,frame_n_k,frame_rank_corr,frame_n_rank_corr,frame_overlap,frame_n_overlap,frame_top1_hit,frame_n_top1_hit,frame_localisation_error,frame_n_localisation_error
stgcn_dense,integrated_gradients_untrained,0.6938310612729218,129.0,0.6938310612729218,129.0,0.6938310612729218,129.0,0.5757125986948147,129.0,0.6638988858511677,129.0,9.682170542635658,129.0,0.14560469233651488,120.0,0.6609191643152502,120.0,0.11666666666666667,120.0,0.6166622804797798,129.0,0.6166622804797798,129.0,0.6166622804797798,129.0,0.46526282711404854,129.0,0.5983134408799348,129.0,27.209302325581394,129.0,0.12749530076785737,129.0,0.4973442929172325,129.0,0.007751937984496124,129.0,0.07631365864840432,129.0
stgcn_dense,edge_importance_global,0.5341037945689108,129.0,0.5341037945689108,129.0,0.5341037945689108,129.0,0.4207398430722644,129.0,0.469519592812472,129.0,9.682170542635658,129.0,-0.2489944161287763,120.0,0.5968651899611167,120.0,0.0,120.0,,,,,,,,,,,,,,,,,,,,
tcn,integrated_gradients,0.5904659079077684,129.0,0.5904659079077684,129.0,0.5904659079077684,129.0,0.4614987877299779,129.0,0.6001074516867559,129.0,9.682170542635658,129.0,2.9814021313769498e-05,120.0,0.5065924041415728,120.0,0.14166666666666666,120.0,0.6203233796054951,129.0,0.6203233796054951,129.0,0.6203233796054951,129.0,0.46840471493053526,129.0,0.6156789220689965,129.0,27.209302325581394,129.0,0.1801711671193593,129.0,0.6509287501356239,129.0,0.031007751937984496,129.0,0.055472924221941264,129.0
tcn,occlusion,0.5619343404227125,129.0,0.5619343404227125,129.0,0.5619343404227125,129.0,0.4544311378442706,129.0,0.5403257563987308,129.0,9.682170542635658,129.0,-0.07304402114848467,107.0,0.318051148516819,120.0,0.0,120.0,0.5707008392087627,129.0,0.5707008392087627,129.0,0.5707008392087627,129.0,0.41835712088103116,129.0,0.5736329411917825,129.0,27.209302325581394,129.0,0.02473242357482571,116.0,0.4957618008360409,129.0,0.015503875968992248,129.0,0.12379684402434907,116.0
tcn,gradient,0.5304991950340787,129.0,0.5304991950340787,129.0,0.5304991950340787,129.0,0.4193673416313635,129.0,0.5288534804089738,129.0,9.682170542635658,129.0,-0.07605408051357347,120.0,0.33471609531840907,120.0,0.10833333333333334,120.0,0.6161458955894024,129.0,0.6161458955894024,129.0,0.6161458955894024,129.0,0.46535181620469956,129.0,0.6050121060825562,129.0,27.209302325581394,129.0,0.16326605091350585,129.0,0.7056217909160731,129.0,0.031007751937984496,129.0,0.05001030466697562,129.0
tcn,random,0.5550960452123243,129.0,0.5550960452123243,129.0,0.5550960452123243,129.0,0.4441687410223662,129.0,0.5583196614278861,129.0,9.682170542635658,129.0,0.000984745027850901,120.0,0.5455198000949364,120.0,0.03333333333333333,120.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.40502970751517936,129.0,0.561362264622149,129.0,27.209302325581394,129.0,-0.0018212851522860802,129.0,0.6418406536491384,129.0,0.0,129.0,0.04053659170878741,129.0
tcn,integrated_gradients_untrained,0.6982518988332942,129.0,0.6982518988332942,129.0,0.6982518988332942,129.0,0.5651617736775055,129.0,0.6968423130623804,129.0,9.682170542635658,129.0,0.29014931560873564,120.0,0.6228285305007403,120.0,0.25,120.0,0.594126305140181,129.0,0.594126305140181,129.0,0.594126305140181,129.0,0.45447968953439555,129.0,0.5818406376656915,129.0,27.209302325581394,129.0,0.11216926890879507,129.0,0.6531390610810042,129.0,0.03875968992248062,129.0,0.0536690459435143,129.0
lstm,integrated_gradients,0.5863942474407591,129.0,0.5863942474407591,129.0,0.5863942474407591,129.0,0.4607150120488014,129.0,0.6206107893006548,129.0,9.682170542635658,129.0,-0.02764004855351223,120.0,0.5229005738443279,120.0,0.175,120.0,0.5868266391140367,129.0,0.5868266391140367,129.0,0.5868266391140367,129.0,0.4409200664598352,129.0,0.5841216147733772,129.0,27.209302325581394,129.0,0.07431441977815269,129.0,0.6420651131932859,129.0,0.046511627906976744,129.0,0.06900867569957397,129.0
lstm,occlusion,0.5244268436128902,129.0,0.5244268436128902,129.0,0.5244268436128902,129.0,0.41762103225851516,129.0,0.5082180301235255,129.0,9.682170542635658,129.0,-0.14983732763635893,107.0,0.31534459904956386,120.0,0.0,120.0,0.5732143611183993,129.0,0.5732143611183993,129.0,0.5732143611183993,129.0,0.4215557695646856,129.0,0.5734957333127201,129.0,27.209302325581394,129.0,0.025199936236392977,116.0,0.4862081972011261,129.0,0.015503875968992248,129.0,0.15541376988169886,116.0
lstm,gradient,0.5179183434997389,129.0,0.5179183434997389,129.0,0.5179183434997389,129.0,0.40421527603470153,129.0,0.5171146183187378,129.0,9.682170542635658,129.0,-0.15628665732509248,120.0,0.2933726303691753,120.0,0.14166666666666666,120.0,0.5327023676138629,129.0,0.5327023676138629,129.0,0.5327023676138629,129.0,0.3875529333520619,129.0,0.5488034188841173,129.0,27.209302325581394,129.0,-0.06430341841987242,129.0,0.6575121210864626,129.0,0.015503875968992248,129.0,0.05528132625810951,129.0
lstm,random,0.5550960452123243,129.0,0.5550960452123243,129.0,0.5550960452123243,129.0,0.4441687410223662,129.0,0.5583196614278861,129.0,9.682170542635658,129.0,0.000984745027850901,120.0,0.5455198000949364,120.0,0.03333333333333333,120.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.40502970751517936,129.0,0.561362264622149,129.0,27.209302325581394,129.0,-0.0018212851522860802,129.0,0.6418406536491384,129.0,0.0,129.0,0.04053659170878741,129.0
lstm,integrated_gradients_untrained,0.6940722713978528,129.0,0.6940722713978528,129.0,0.6940722713978528,129.0,0.5598613222416232,129.0,0.692252714573665,129.0,9.682170542635658,129.0,0.24405755534128246,120.0,0.6252022083812875,120.0,0.2,120.0,0.5624160594992642,129.0,0.5624160594992642,129.0,0.5624160594992642,129.0,0.4335864427124385,129.0,0.5599896739648945,129.0,27.209302325581394,129.0,0.06574729745040553,129.0,0.6617487279912544,129.0,0.031007751937984496,129.0,0.05403531318737614,129.0
frame_average,integrated_gradients,0.5438257048722165,129.0,0.5438257048722165,129.0,0.5438257048722165,129.0,0.43100335849993854,129.0,0.5343325827357063,129.0,9.682170542635658,129.0,0.013456293984764596,120.0,0.4990235949802083,120.0,0.19166666666666668,120.0,0.6448795236127708,129.0,0.6448795236127708,129.0,0.6448795236127708,129.0,0.4994342451818408,129.0,0.626943028763577,129.0,27.209302325581394,129.0,0.2647839335547869,129.0,0.6793126082478681,129.0,0.08527131782945736,129.0,0.08581079934978497,129.0
frame_average,occlusion,0.5101306746655583,129.0,0.5101306746655583,129.0,0.5101306746655583,129.0,0.4054515897539153,129.0,0.5075122932252223,129.0,9.682170542635658,129.0,-0.18921414844885784,120.0,0.332133584136921,120.0,0.0,120.0,0.5648795172930399,129.0,0.5648795172930399,129.0,0.5648795172930399,129.0,0.41553768391720725,129.0,0.5679402148251333,129.0,27.209302325581394,129.0,0.06318244435977054,129.0,0.5922714623735021,129.0,0.031007751937984496,129.0,0.12346441285691602,129.0
frame_average,gradient,0.5772983476471848,129.0,0.5772983476471848,129.0,0.5772983476471848,129.0,0.46106349317703627,129.0,0.5558986862525954,129.0,9.682170542635658,129.0,-0.04328805116061467,120.0,0.4012886491554401,120.0,0.13333333333333333,120.0,0.6103511074679717,129.0,0.6103511074679717,129.0,0.6103511074679717,129.0,0.4594153975349879,129.0,0.5988703063162765,129.0,27.209302325581394,129.0,0.14852976481517277,129.0,0.5900461751390977,129.0,0.05426356589147287,129.0,0.10210554335909584,129.0
frame_average,random,0.5550960452123243,129.0,0.5550960452123243,129.0,0.5550960452123243,129.0,0.4441687410223662,129.0,0.5583196614278861,129.0,9.682170542635658,129.0,0.000984745027850901,120.0,0.5455198000949364,120.0,0.03333333333333333,120.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.5589933211323267,129.0,0.40502970751517936,129.0,0.561362264622149,129.0,27.209302325581394,129.0,-0.0018212851522860802,129.0,0.6418406536491384,129.0,0.0,129.0,0.04053659170878741,129.0
frame_average,integrated_gradients_untrained,0.6010578353601609,129.0,0.6010578353601609,129.0,0.6010578353601609,129.0,0.45877993035995773,129.0,0.635060562772275,129.0,9.682170542635658,129.0,-0.06476407452791925,120.0,0.48913622582441435,120.0,0.16666666666666666,120.0,0.6083506786262632,129.0,0.6083506786262632,129.0,0.6083506786262632,129.0,0.4750274314857451,129.0,0.5885890682581024,129.0,27.209302325581394,129.0,0.14781271126343995,129.0,0.6694638805250522,129.0,0.03875968992248062,129.0,0.0390996594095436,129.0
dtw_reference,per_joint_dtw_deviation,0.554276472881124,129.0,0.554276472881124,129.0,0.554276472881124,129.0,0.4552269018411289,129.0,0.5516656244155336,129.0,9.682170542635658,129.0,-0.11941933533041055,120.0,0.5748422298015112,120.0,0.3333333333333333,120.0,,,,,,,,,,,,,,,,,,,,
